A,B,C,D,VOLUME,AREA,AREA_FORMULA,VOL_FORMULA,ECLODIU
60.19,45.85,32.72,27.47,53.81,7835.01,8022.43,53.94,1
62.52,46.96,31.90,30.62,57.74,8349.61,8500.93,57.64,1
59.10,45.68,30.67,28.43,53.22,7771.53,7872.00,52.88,1
57.21,45.38,30.77,26.45,50.68,7421.59,7621.67,51.07,1
58.34,45.48,30.29,28.05,51.94,7601.61,7753.96,52.01,0
59.88,43.54,29.95,29.93,49.79,7356.43,7492.18,49.67,1
56.04,44.95,28.02,28.02,49.37,7246.13,7415.06,49.58,1
59.35,44.07,31.53,27.82,49.80,7330.88,7555.52,50.25,0
64.58,47.95,32.81,31.77,61.62,8823.88,8941.30,61.12,0
60.87,46.04,31.94,28.93,54.92,7977.12,8129.77,54.75,1
63.21,46.10,32.49,30.72,56.20,8163.13,8380.57,56.49,1
60.20,44.40,31.40,28.80,51.09,7525.33,7707.52,51.36,1
60.45,44.62,31.96,28.49,51.60,7578.41,7779.01,51.90,1
61.09,46.22,32.09,28.99,54.57,7938.52,8191.53,55.24,0
60.37,47.30,30.18,30.18,56.75,8177.17,8352.94,56.71,1
60.69,47.10,31.99,28.70,56.99,8224.29,8345.52,56.59,1
61.02,45.45,31.15,29.88,53.55,7764.93,8014.61,53.77,1
62.56,45.68,32.27,30.29,55.76,8123.61,8218.90,55.23,0
64.56,46.85,32.41,32.16,58.74,8479.61,8688.15,58.91,1
61.26,46.85,31.16,30.10,57.59,8294.64,8347.50,56.53,0
59.67,47.74,32.97,26.70,56.58,8165.86,8384.44,57.03,1
59.94,45.08,31.24,28.70,52.03,7616.82,7827.62,52.39,1
58.38,44.04,30.20,28.18,49.21,7252.68,7453.04,49.58,1
58.49,42.88,32.76,25.72,48.15,7153.12,7225.78,47.71,1
57.76,44.02,30.00,27.77,49.36,7289.03,7389.83,49.15,1
57.29,44.00,29.14,28.15,49.23,7270.41,7339.22,48.82,1
57.60,45.39,30.57,27.03,51.01,7466.06,7661.90,51.35,1
60.42,44.56,30.45,29.97,52.57,7709.90,7762.25,51.78,1
63.08,44.43,34.59,28.49,52.97,7805.29,7999.63,53.27,1
58.86,43.52,31.69,27.18,49.09,7255.05,7392.84,49.01,1
57.34,44.73,30.29,27.05,50.01,7355.09,7498.16,50.07,0
58.42,45.58,31.24,27.18,51.82,7578.35,7784.97,52.24,0
58.69,48.10,33.01,25.68,56.71,8169.92,8365.09,56.97,0
57.96,45.63,29.24,28.72,52.19,7619.98,7746.52,52.01,1
59.48,44.32,29.89,29.59,50.98,7493.61,7618.28,50.75,1
60.40,44.06,31.22,29.18,50.52,7446.07,7653.58,50.89,1
56.66,44.15,32.14,24.51,49.12,7240.06,7317.23,48.67,1
57.63,46.31,28.95,28.68,52.69,7655.96,7859.57,52.97,1
58.53,47.67,30.67,27.86,56.53,8154.26,8245.37,56.04,1
62.29,44.83,33.90,28.39,53.50,7837.13,8008.87,53.49,1
61.34,45.26,31.19,30.15,53.95,7879.75,8004.59,53.64,1
57.76,44.13,29.77,27.99,48.93,7217.26,7410.82,49.32,1
59.69,44.08,29.97,29.72,50.91,7486.57,7588.22,50.48,1
56.79,44.43,30.79,26.00,48.57,7157.90,7381.82,49.20,0
57.09,47.30,30.43,26.66,54.26,7841.88,8018.03,54.32,1
58.93,44.02,31.35,27.58,49.38,7295.05,7502.14,49.88,1
61.60,45.53,32.44,29.17,55.11,8015.50,8090.50,54.31,1
60.17,44.58,30.47,29.70,51.63,7596.63,7742.04,51.66,0
58.42,43.31,30.97,27.45,48.09,7129.08,7304.85,48.38,0
60.87,46.42,31.48,29.39,54.93,8008.71,8213.38,55.46,1
60.94,48.60,30.74,30.20,58.93,8445.41,8705.48,59.64,1
60.87,44.52,30.93,29.93,52.02,7640.76,7798.26,52.01,1
59.46,45.10,30.22,29.24,52.33,7664.38,7784.15,52.11,0
57.11,42.52,28.68,28.43,46.89,6941.32,7016.78,46.31,1
61.53,46.67,32.04,29.49,56.84,8230.62,8336.29,56.39,1
58.17,48.60,30.20,27.97,57.71,8272.32,8413.39,57.50,0
58.81,44.93,31.04,27.77,51.09,7500.45,7683.23,51.37,1
59.29,44.23,31.40,27.90,50.72,7436.24,7582.43,50.48,1
57.56,43.99,31.44,26.13,48.96,7204.86,7367.01,48.98,1
62.89,43.46,33.56,29.32,51.55,7639.00,7766.54,51.39,0
58.42,44.58,30.45,27.97,51.01,7479.94,7571.04,50.52,1
60.96,47.13,33.51,27.45,57.57,8300.62,8381.84,56.83,1
58.31,44.43,32.04,26.27,50.78,7457.49,7531.59,50.19,0
59.46,45.63,31.49,27.97,52.84,7716.27,7897.95,53.03,1
57.50,45.86,29.14,28.36,51.77,7539.62,7749.39,52.09,1
57.82,45.24,31.69,26.13,50.83,7422.36,7655.16,51.25,1
59.58,44.31,29.79,29.79,51.38,7566.75,7626.64,50.81,1
60.46,45.60,30.99,29.47,53.66,7824.59,7991.95,53.67,1
59.99,45.13,30.99,28.99,52.24,7660.14,7841.27,52.50,1
58.21,43.55,29.60,28.61,47.97,7089.66,7333.88,48.65,1
59.11,45.79,30.68,28.43,52.68,7690.27,7898.18,53.09,1
60.17,45.01,31.10,29.07,52.43,7688.46,7835.43,52.42,1
61.26,44.63,30.99,30.27,51.78,7619.75,7858.96,52.45,1
60.01,46.90,31.27,28.74,55.29,8018.84,8229.58,55.72,0
58.62,46.76,32.09,26.52,53.75,7808.76,8059.80,54.46,1
62.21,46.10,31.47,30.74,55.76,8106.08,8278.46,55.80,1
62.01,44.23,32.55,29.46,52.23,7679.39,7848.52,52.22,1
62.97,43.41,32.23,30.74,50.85,7539.31,7762.07,51.35,0
57.40,44.31,30.45,26.95,48.91,7211.10,7415.34,49.40,1
63.31,44.93,33.17,30.13,54.79,8019.64,8129.10,54.34,1
59.09,46.54,30.10,28.99,53.97,7826.98,8056.55,54.41,1
57.40,43.59,29.61,27.79,48.58,7178.20,7264.71,48.21,1
63.14,46.23,32.09,31.04,56.80,8254.50,8400.65,56.68,1
56.26,44.65,30.52,25.75,49.02,7207.69,7377.18,49.23,0
58.71,43.98,29.50,29.21,49.67,7296.28,7472.54,49.69,1
63.40,48.06,32.03,31.37,60.42,8679.99,8841.13,60.44,1
61.57,47.75,31.37,30.20,59.75,8583.61,8578.89,58.46,0
61.33,46.95,32.29,29.05,56.73,8214.44,8377.72,56.77,1
58.46,45.79,31.91,26.55,51.42,7538.37,7835.48,52.64,1
56.90,42.70,28.68,28.22,47.07,6971.24,7034.38,46.47,0
60.69,44.33,31.72,28.97,51.91,7621.05,7740.30,51.55,1
55.94,44.85,28.99,26.95,49.35,7244.11,7385.09,49.35,1
62.89,45.82,31.93,30.96,55.83,8144.05,8285.19,55.74,1
56.24,44.31,28.73,27.52,48.13,7061.94,7302.69,48.66,1
61.78,46.76,31.36,30.42,56.73,8214.86,8379.89,56.73,1
59.06,43.09,30.42,28.64,48.40,7180.77,7318.47,48.40,0
57.89,46.85,29.14,28.75,53.86,7823.55,8001.35,54.10,1
59.99,46.13,30.99,28.99,54.72,7947.87,8057.79,54.29,0
62.95,43.83,33.02,29.93,51.86,7672.84,7852.60,52.09,0
59.07,44.21,30.57,28.50,49.71,7333.60,7555.32,50.30,1
58.22,44.33,29.55,28.67,50.01,7369.22,7496.83,49.95,1
57.56,42.68,30.04,27.52,47.76,7081.18,7092.91,46.83,1
59.54,44.86,30.38,29.16,51.86,7603.83,7740.53,51.74,1
60.00,45.44,30.89,29.12,53.72,7739.08,7911.28,53.07,1
60.44,47.60,30.47,29.97,57.42,8258.91,8429.01,57.35,1
62.53,47.17,31.52,31.02,58.10,8386.44,8550.12,58.06,0
58.26,44.20,29.34,28.92,49.95,7355.58,7474.63,49.77,0
61.77,45.26,32.27,29.50,53.72,7840.30,8048.72,53.93,1
63.65,45.19,32.09,31.55,55.26,8083.46,8220.01,55.06,1
63.35,46.59,33.82,29.53,57.70,8352.77,8505.91,57.53,1
59.67,45.08,30.20,29.47,52.37,7673.22,7800.04,52.21,1
60.52,45.84,30.62,29.89,54.48,7932.16,8049.19,54.14,0
53.71,43.72,29.83,23.87,45.02,6666.37,6942.87,46.11,1
58.88,45.43,33.26,25.63,51.93,7585.75,7804.60,52.30,1
61.73,45.79,31.88,29.85,55.34,8071.13,8160.78,54.88,1
58.38,45.96,29.77,28.62,52.54,7647.40,7860.06,52.88,1
60.74,46.96,31.36,29.39,55.59,8063.60,8318.40,56.36,1
58.99,45.05,33.18,25.81,51.43,7536.73,7733.65,51.71,0
63.16,44.98,34.12,29.05,54.81,8035.57,8128.87,54.35,1
60.44,46.91,30.52,29.93,56.14,8139.47,8275.24,56.05,1
60.90,47.83,31.45,29.45,57.74,8310.89,8528.78,58.13,0
59.63,47.55,30.18,29.45,56.43,8135.25,8332.36,56.64,1
59.99,45.63,31.24,28.74,53.21,7766.50,7949.54,53.39,1
60.00,45.23,30.87,29.14,53.15,7755.76,7866.22,52.70,0
61.99,44.60,30.99,30.99,53.04,7786.26,7925.54,52.88,1
62.14,47.81,31.44,30.70,59.28,8499.27,8653.31,59.02,0
59.74,45.63,31.27,28.47,54.30,7903.40,7924.71,53.22,0
63.38,47.75,32.07,31.32,59.94,8611.33,8770.67,59.83,0
58.32,47.26,29.17,29.15,55.15,7953.39,8134.51,55.15,1
63.82,46.60,31.94,31.88,58.37,8434.85,8554.75,57.89,1
61.11,45.98,31.07,30.04,54.93,7998.87,8139.51,54.80,0
61.36,44.70,32.59,28.77,53.12,7802.22,7887.76,52.65,1
63.61,44.68,32.32,31.29,54.16,7962.97,8102.61,54.07,1
61.94,46.06,33.49,28.45,55.37,8061.99,8244.83,55.53,0
59.51,46.47,31.85,27.66,54.10,7857.64,8086.08,54.58,1
62.06,47.42,32.02,30.04,57.44,8292.78,8557.52,58.20,1
60.57,43.49,31.16,29.42,49.89,7363.67,7548.33,50.01,1
62.42,43.74,32.59,29.82,51.65,7615.01,7780.20,51.59,1
63.37,45.30,33.83,29.54,54.86,8046.52,8220.19,55.09,1
62.71,47.35,32.22,30.49,59.04,8494.68,8610.06,58.55,0
58.10,46.38,29.83,28.26,53.00,7698.02,7920.85,53.41,1
59.92,46.08,32.99,26.93,53.90,7853.19,8046.07,54.16,1
58.29,44.48,29.64,28.65,50.74,7429.14,7536.11,50.26,0
56.74,43.88,28.49,28.24,48.49,7148.87,7259.68,48.26,1
55.09,43.52,28.68,26.41,46.55,6867.60,7030.39,46.67,1
60.16,48.19,30.82,29.34,57.94,8329.85,8531.50,58.26,0
59.92,44.23,30.32,29.60,50.76,7490.04,7643.80,50.89,1
58.96,45.63,29.74,29.22,53.14,7745.57,7846.38,52.69,1
59.84,44.90,31.16,28.68,51.67,7599.15,7778.34,52.00,1
58.79,45.43,29.79,28.99,51.98,7611.15,7785.97,52.22,1
62.29,47.07,33.65,28.64,57.92,8351.17,8504.85,57.69,0
60.24,48.40,32.76,27.47,58.67,8413.80,8588.36,58.70,1
60.00,45.73,30.42,29.59,54.24,7887.73,7972.60,53.58,1
60.67,45.51,30.82,29.86,53.10,7749.13,7992.00,53.64,1
60.26,44.38,31.54,28.72,51.52,7574.12,7707.85,51.36,1
58.65,43.06,30.20,28.45,48.05,7125.63,7273.55,48.10,1
61.49,44.60,32.24,29.24,53.28,7809.59,7877.27,52.55,0
60.74,48.24,31.70,29.05,58.51,8395.31,8603.79,58.79,1
55.04,45.79,27.82,27.22,50.41,7361.04,7489.98,50.28,1
61.11,45.35,31.61,29.50,55.35,8071.48,8000.59,53.64,0
62.24,45.10,31.24,30.99,53.89,7893.72,8059.78,53.95,1
53.69,44.13,28.47,25.22,47.03,6924.55,7019.89,46.73,1
60.89,47.01,31.07,29.82,56.40,8160.59,8343.28,56.55,0
58.22,45.51,29.46,28.76,53.07,7744.00,7747.27,51.98,1
60.67,48.10,33.74,26.93,58.69,8419.12,8570.95,58.47,1
62.64,46.67,33.47,29.18,58.47,8456.82,8451.85,57.18,1
64.17,46.67,32.23,31.94,58.14,8432.69,8606.94,58.27,1
60.46,43.60,33.49,26.97,50.20,7416.60,7566.43,50.14,1
62.11,47.42,32.97,29.14,58.10,8386.48,8563.49,58.23,1
60.27,45.96,32.20,28.07,54.49,7932.64,8052.28,54.19,1
59.67,47.86,32.45,27.22,57.20,8243.16,8408.56,57.25,1
59.82,45.49,30.67,29.15,53.50,7784.06,7904.18,53.04,1
55.86,42.54,29.45,26.41,45.40,6745.83,6904.61,45.59,1
60.76,43.38,33.79,26.97,50.10,7424.59,7547.11,49.93,1
59.96,46.38,30.49,29.47,55.27,8023.47,8109.59,54.73,1
57.34,46.12,31.01,26.33,52.36,7644.86,7792.40,52.43,1
60.10,47.78,30.18,29.92,57.51,8265.25,8432.56,57.43,0
57.01,44.65,31.29,25.72,49.51,7280.61,7451.30,49.72,1
59.69,43.58,30.97,28.72,49.59,7329.42,7482.84,49.62,1
61.53,43.63,31.29,30.24,51.37,7590.22,7670.20,50.85,1
61.03,45.65,31.29,29.74,53.66,7838.75,8059.52,54.15,1
62.17,48.33,31.45,30.72,60.64,8656.18,8774.70,60.06,1
59.89,47.29,30.32,29.57,56.31,8117.14,8301.92,56.35,1
59.06,45.70,30.29,28.77,53.58,7807.35,7872.90,52.89,1
60.17,44.02,30.10,30.07,50.45,7444.18,7621.40,50.67,1
59.94,44.08,31.72,28.22,50.91,7494.25,7614.09,50.64,1
57.67,45.85,28.95,28.72,51.61,7533.32,7765.55,52.20,1
63.19,46.08,31.74,31.45,56.72,8242.58,8373.57,56.44,1
65.13,48.80,33.21,31.92,63.04,8971.56,9196.74,63.28,1
58.71,45.38,31.49,27.22,51.94,7596.73,7770.28,52.08,1
64.87,46.28,32.69,32.19,58.44,8460.31,8589.39,57.99,0
61.44,46.21,33.79,27.65,55.16,8026.33,8229.15,55.47,1
57.19,42.70,31.03,26.16,46.41,6870.54,7064.25,46.64,0
62.42,44.70,32.15,30.27,53.25,7829.74,7989.87,53.33,0
59.84,47.42,33.90,25.93,56.79,8207.10,8334.00,56.55,1
62.14,44.60,31.07,31.07,53.50,7842.42,7940.74,52.98,1
58.81,44.18,29.52,29.29,50.29,7409.38,7523.25,50.08,0
62.96,47.83,31.72,31.24,59.03,8494.85,8744.46,59.67,0
59.74,45.26,34.04,25.70,52.41,7697.32,7854.98,52.58,1
60.38,46.31,30.45,29.93,55.14,7997.29,8138.46,54.91,1
61.65,47.21,31.24,30.42,57.70,8334.73,8466.50,57.49,1
59.64,46.73,31.35,28.30,55.00,7956.25,8155.21,55.14,1
57.80,46.25,29.40,28.40,52.64,7640.90,7862.96,52.98,1
57.11,44.04,31.70,25.41,48.47,7128.10,7334.91,48.77,1
61.36,45.98,32.84,28.52,54.97,8009.58,8167.01,54.98,0
60.84,45.76,32.17,28.66,54.31,7905.74,8065.02,54.21,0
60.36,47.41,31.11,29.25,56.56,8153.23,8378.57,56.93,1
55.78,45.73,29.89,25.89,49.97,7290.09,7554.60,50.70,1
58.59,45.23,31.54,27.05,51.74,7576.66,7727.75,51.75,1
57.56,43.78,30.04,27.52,48.08,7092.00,7318.54,48.61,1
53.90,42.58,27.47,26.43,44.98,6656.87,6728.92,44.49,1
60.57,46.00,31.17,29.40,55.02,7986.11,8088.76,54.46,1
60.26,46.44,30.89,29.38,54.90,7974.85,8155.31,55.06,1
55.10,45.84,28.56,26.54,50.26,7337.54,7507.53,50.41,1
57.42,44.83,30.47,26.95,50.35,7379.86,7526.35,50.29,1
56.29,43.87,29.67,26.62,48.00,7093.51,7216.39,47.97,1
57.34,45.98,28.83,28.52,52.45,7648.84,7759.94,52.20,1
57.47,46.05,30.49,26.98,51.93,7595.22,7788.74,52.40,1
63.29,47.28,35.07,28.22,58.02,8352.41,8660.09,58.84,1
58.71,46.54,30.85,27.86,54.05,7856.48,8018.78,54.13,1
59.70,42.95,32.51,27.19,48.14,7147.18,7354.25,48.56,1
57.35,45.28,29.92,27.43,50.72,7415.81,7611.74,50.99,1
58.77,46.47,29.73,29.05,53.70,7807.33,8008.96,54.05,1
60.40,45.06,31.20,29.20,52.81,7732.23,7868.61,52.66,1
58.69,46.35,30.49,28.20,54.39,7891.78,7976.31,53.79,1
60.71,46.10,30.99,29.72,54.76,7972.46,8126.21,54.75,1
59.99,45.13,31.02,28.97,52.92,7739.04,7841.35,52.50,1
58.15,44.56,30.45,27.70,50.22,7378.58,7540.33,50.31,1
59.38,44.44,30.70,28.68,50.51,7428.31,7634.61,50.90,0
65.03,48.62,34.29,30.74,62.85,8961.56,9147.49,62.85,1
61.34,48.53,31.94,29.40,60.03,8564.13,8731.80,59.81,1
63.80,45.71,31.91,31.89,55.52,8074.20,8351.74,56.15,1
60.38,44.79,31.45,28.93,51.54,7554.11,7808.99,52.17,1
61.94,47.49,32.76,29.18,58.20,8381.02,8561.71,58.24,1
62.49,49.15,32.24,30.24,61.65,8772.47,8994.17,61.92,1
58.54,47.70,31.77,26.77,55.34,8001.62,8255.86,56.11,1
57.93,45.04,30.38,27.55,51.00,7486.05,7621.12,50.99,1
66.02,45.44,33.14,32.88,57.45,8272.64,8517.00,57.14,1
57.65,44.02,29.57,28.08,49.25,7262.45,7377.08,49.07,1
58.90,46.33,31.47,27.43,54.13,7858.64,7994.43,53.90,1
56.88,45.81,28.70,28.18,51.39,7495.82,7677.86,51.59,1
60.52,47.38,31.13,29.39,57.09,8225.06,8388.44,56.99,0
60.24,46.90,30.49,29.74,56.43,8148.02,8252.04,55.88,1
57.66,44.02,29.59,28.07,48.91,7216.33,7377.84,49.08,1
63.72,46.04,32.37,31.35,56.29,8206.72,8417.99,56.73,1
60.01,46.40,31.79,28.22,54.66,7951.62,8121.14,54.80,1
60.39,46.86,30.42,29.98,56.21,8149.60,8259.00,55.92,1
64.31,48.24,34.17,30.14,61.89,8809.72,8981.50,61.50,1
59.76,44.90,31.04,28.72,52.36,7671.81,7770.81,51.95,1
58.62,44.23,32.32,26.30,49.75,7329.05,7521.10,50.06,1
66.66,47.04,36.98,29.68,59.56,8627.66,8956.83,60.81,1
59.83,45.51,31.19,28.65,53.19,7754.98,7909.35,53.08,1
58.40,44.56,30.22,28.18,50.38,7397.68,7564.43,50.47,1
67.28,48.15,34.79,32.49,64.23,9147.46,9275.31,63.57,0
61.96,47.10,31.72,30.24,56.70,8183.80,8475.85,57.52,1
59.87,44.27,31.20,28.66,50.65,7452.25,7647.06,50.92,1
61.65,46.31,30.93,30.72,56.44,8185.86,8267.89,55.80,1
60.51,46.40,30.99,29.52,54.90,7992.40,8170.58,55.16,1
61.44,45.06,33.22,28.22,53.91,7886.15,7974.67,53.35,1
59.94,46.08,30.72,29.22,53.54,7804.42,8043.56,54.18,1
62.89,46.04,33.19,29.70,56.62,8215.82,8335.33,56.16,0
59.44,43.58,30.97,28.47,49.41,7294.41,7458.91,49.46,1
60.12,46.54,31.44,28.68,55.19,7998.91,8162.96,55.14,1
57.40,43.56,30.20,27.20,47.78,7074.49,7258.82,48.16,1
59.31,46.20,32.04,27.27,53.73,7829.98,8008.51,53.95,1
56.69,45.63,30.47,26.22,51.23,7484.03,7622.47,51.14,0
58.35,43.77,30.68,27.66,49.38,7272.09,7394.09,49.10,1
59.07,43.74,29.65,29.42,49.93,7347.59,7455.96,49.50,1
59.49,45.13,30.77,28.72,52.33,7663.38,7791.74,52.16,0
58.21,44.05,31.16,27.05,50.32,7395.85,7440.12,49.48,0
60.38,45.79,32.72,27.66,54.05,7874.29,8028.47,53.96,0
60.05,45.43,32.04,28.01,52.99,7740.37,7916.11,53.09,1
62.32,46.27,31.21,31.11,56.21,8149.99,8325.43,56.18,1
59.56,43.93,30.79,28.77,49.55,7325.44,7543.63,50.13,1
60.06,44.18,30.77,29.29,50.78,7486.30,7645.15,50.88,0
58.69,43.33,30.24,28.45,48.48,7173.89,7334.12,48.58,1
57.88,46.81,29.18,28.70,54.59,7904.32,7992.44,54.03,1
61.52,45.01,31.56,29.96,53.85,7851.86,7969.43,53.32,1
59.88,43.66,33.47,26.41,49.52,7302.45,7522.28,49.87,1
62.68,44.94,32.72,29.96,53.80,7886.30,8068.41,53.94,0
61.67,47.58,32.20,29.47,57.70,8305.55,8553.80,58.22,1
59.69,45.85,31.97,27.72,52.23,7640.99,7970.83,53.59,1
62.72,48.49,32.10,30.62,60.44,8653.73,8867.73,60.78,0
63.80,48.78,33.72,30.08,61.98,8846.11,9051.36,62.21,0
61.24,45.38,31.52,29.72,53.78,7861.82,8020.05,53.78,1
59.19,46.60,29.72,29.47,54.90,7956.60,8080.48,54.59,1
61.81,45.48,34.17,27.65,54.18,7884.12,8105.86,54.37,1
59.76,45.65,30.27,29.49,53.72,7833.66,7931.35,53.28,1
60.07,45.84,31.52,28.55,53.01,7752.91,8005.36,53.83,1
59.63,48.31,30.70,28.93,58.10,8332.98,8502.80,58.08,1
60.36,45.98,33.31,27.05,53.55,7821.02,8068.92,54.29,1
58.82,44.24,30.91,27.91,50.30,7376.67,7538.56,50.20,0
60.05,43.87,30.63,29.42,49.43,7313.36,7578.66,50.34,1
60.37,46.18,31.16,29.21,54.67,7963.92,8108.42,54.65,1
59.35,50.05,30.18,29.17,60.36,8574.88,8860.92,61.18,1
61.29,46.72,31.41,29.88,56.01,8078.47,8321.89,56.31,1
58.62,44.98,29.82,28.80,51.03,7478.70,7674.80,51.34,0
62.42,42.46,32.07,30.35,49.84,7398.58,7504.88,49.34,0
56.41,42.49,29.32,27.08,45.94,6835.48,6945.35,45.84,1
60.19,44.83,30.99,29.20,52.09,7643.98,7798.19,52.11,1
57.09,46.29,28.66,28.43,52.47,7619.04,7801.65,52.56,0
60.92,45.51,31.88,29.05,54.03,7886.23,8018.62,53.82,1
61.64,45.98,32.09,29.54,55.63,8097.25,8193.57,55.17,0
62.08,44.43,32.57,29.52,52.86,7745.03,7898.01,52.62,0
61.71,45.10,30.97,30.74,52.93,7772.33,8007.76,53.61,1
58.56,43.62,31.16,27.40,48.76,7224.90,7383.73,48.98,1
62.71,49.12,32.53,30.17,61.36,8773.78,9012.07,62.04,1
62.82,46.11,32.69,30.13,56.30,8176.08,8341.77,56.23,1
65.14,45.53,34.71,30.43,56.51,8240.81,8448.21,56.71,1
57.65,45.08,31.45,26.20,50.42,7397.46,7603.82,50.86,0
59.31,43.98,29.67,29.64,49.70,7317.73,7529.08,50.06,1
59.24,46.40,30.99,28.24,54.30,7884.26,8041.82,54.26,1
61.23,47.32,31.13,30.10,57.36,8283.62,8447.39,57.39,1
60.92,45.83,30.95,29.97,54.91,7991.47,8087.90,54.40,1
62.11,45.95,31.29,30.82,55.58,8091.37,8234.36,55.44,1
60.10,45.78,31.19,28.92,53.51,7791.31,7993.43,53.73,1
64.30,45.40,33.01,31.29,55.88,8164.93,8333.85,55.90,1
61.64,47.04,31.45,30.18,57.68,8316.40,8428.79,57.17,0
66.51,46.38,34.51,31.99,60.18,8709.54,8780.67,59.34,1
57.55,44.99,28.90,28.65,50.76,7421.55,7571.83,50.65,1
60.40,46.54,36.48,23.93,55.13,8002.98,8212.27,55.35,1
61.06,44.18,32.29,28.77,51.41,7571.52,7743.76,51.52,0
57.77,44.71,29.13,28.64,50.31,7341.25,7532.85,50.30,1
61.87,45.78,30.95,30.92,55.85,8106.24,8171.31,54.95,1
61.31,46.50,30.91,30.40,56.19,8121.49,8273.68,55.90,1
58.01,46.17,29.77,28.24,53.36,7769.12,7868.79,53.00,0
63.42,46.06,33.47,29.95,57.08,8289.35,8393.91,56.56,1
61.67,46.08,32.47,29.20,55.92,8114.29,8219.97,55.38,1
59.21,43.35,30.47,28.74,48.96,7238.39,7388.81,48.94,0
57.65,44.31,29.97,27.68,49.36,7275.27,7438.75,49.56,1
60.51,47.15,32.29,28.22,56.52,8179.00,8337.53,56.54,1
62.06,47.95,33.56,28.49,59.13,8500.06,8678.53,59.22,1
60.10,46.76,32.70,27.40,55.27,8004.33,8211.98,55.53,1
58.69,44.60,31.97,26.72,50.11,7371.58,7604.97,50.73,1
57.76,46.17,29.99,27.77,52.25,7619.81,7844.19,52.82,1
61.26,46.65,33.54,27.72,56.29,8155.68,8306.18,56.15,0
59.09,45.51,30.65,28.44,52.84,7692.95,7833.94,52.56,1
59.67,46.09,30.93,28.75,54.43,7920.85,8017.85,54.00,0
60.03,44.90,32.79,27.25,51.78,7605.33,7800.86,52.13,1
60.26,44.90,32.02,28.24,52.49,7687.13,7821.08,52.28,1
61.17,45.26,32.13,29.05,53.10,7784.34,7989.39,53.53,1
62.19,45.83,32.49,29.70,55.12,8032.77,8217.11,55.28,1
64.63,45.89,32.72,31.91,57.28,8338.78,8477.54,57.07,1
59.05,47.24,30.38,28.67,55.76,8054.62,8204.53,55.64,1
58.96,45.13,30.24,28.72,51.36,7524.07,7739.61,51.81,1
63.59,44.74,33.43,30.17,54.00,7917.43,8116.95,54.19,1
62.19,43.83,33.24,28.95,51.62,7619.17,7780.14,51.62,1
61.84,46.51,31.42,30.42,56.11,8118.17,8330.93,56.30,1
63.20,47.60,33.22,29.98,59.81,8616.06,8716.41,59.38,1
61.33,47.73,32.79,28.55,57.92,8341.98,8551.86,58.25,1
58.79,46.99,30.39,28.40,54.94,7917.11,8123.62,55.00,1
60.61,44.70,31.29,29.32,51.68,7601.38,7812.67,52.16,1
59.95,43.77,33.62,26.34,49.83,7369.07,7553.65,50.10,1
60.26,47.36,32.87,27.39,57.14,8254.70,8359.64,56.75,1
61.06,47.45,31.02,30.04,57.10,8241.94,8458.97,57.51,1
60.21,46.38,30.49,29.72,54.90,7970.67,8134.96,54.90,1
59.43,46.04,31.85,27.58,53.78,7845.19,7984.56,53.74,1
58.15,43.81,30.45,27.70,49.07,7239.31,7382.78,49.04,0
63.36,45.51,34.21,29.15,55.69,8113.03,8265.34,55.47,0
59.27,44.96,29.89,29.38,51.30,7482.63,7734.11,51.73,1
62.10,47.53,32.17,29.93,58.20,8369.26,8586.39,58.44,0
62.90,47.84,31.99,30.91,59.95,8625.44,8740.16,59.64,1
62.72,47.24,31.52,31.20,58.29,8397.38,8585.83,58.34,0
61.03,44.40,32.52,28.52,52.68,7733.18,7789.96,51.90,1
62.67,46.33,31.47,31.20,57.00,8256.79,8376.24,56.55,1
62.04,46.97,32.16,29.88,57.59,8275.17,8455.49,57.33,1
62.03,45.90,31.02,31.02,55.50,8077.10,8214.87,55.29,1
61.24,47.55,31.17,30.07,57.73,8306.16,8499.35,57.83,1
65.02,47.10,33.52,31.50,60.17,8683.55,8793.45,59.74,1
61.76,45.13,32.02,29.74,53.35,7817.59,8017.83,53.68,1
61.44,44.08,31.22,30.22,52.41,7716.83,7759.06,51.59,1
65.85,46.75,33.19,32.66,60.15,8653.89,8797.84,59.62,1
63.46,47.60,32.99,30.47,59.09,8499.87,8745.43,59.59,1
63.31,48.20,33.56,29.74,60.63,8683.67,8865.54,60.65,1
60.27,46.11,31.38,28.89,54.58,7919.81,8082.44,54.45,0
61.71,47.13,32.52,29.20,57.24,8268.31,8456.10,57.38,1
60.90,44.31,30.47,30.43,51.86,7617.93,7755.79,51.65,1
58.92,44.83,30.20,28.72,51.30,7523.66,7672.64,51.27,1
59.63,46.71,31.94,27.69,55.30,8004.83,8151.06,55.10,1
58.94,47.87,29.47,29.47,56.22,8107.06,8332.84,56.73,0
63.11,45.51,35.96,27.15,55.69,8113.55,8246.06,55.30,1
58.67,45.83,31.99,26.68,52.66,7685.82,7865.07,52.85,1
59.04,46.15,31.52,27.52,53.27,7768.94,7968.63,53.67,1
63.21,47.60,33.26,29.95,59.90,8585.24,8720.00,59.41,1
60.40,48.83,30.70,29.70,59.39,8484.61,8699.88,59.67,1
59.38,46.21,30.45,28.93,53.49,7786.52,8015.56,54.03,1
58.69,44.85,29.99,28.70,51.55,7550.22,7654.63,51.16,1
